solution,cluster,cluster_rep,testcases_time,klee_time,cbmc_time
27.c,cluster11,21.c,0,0,10.816164
27.c,cluster5,15.c,0,0,10.198048
28.c,cluster14,24.c,0,0,10.209566
28.c,cluster1,1.c,0,0,10.399592
28.c,cluster9,19.c,0,0,10.177711
28.c,cluster7,17.c,0,0,10.179653
28.c,cluster17,27.c,0,0,10.265768
28.c,cluster12,22.c,0,0,10.266693
28.c,cluster15,25.c,0,0,10.181462
28.c,cluster4,14.c,0,0,10.184041
28.c,cluster16,26.c,0,0,10.204338
28.c,cluster3,13.c,0,0,10.319853
28.c,cluster10,2.c,0,0,10.150194
28.c,cluster13,23.c,0,0,10.170253
28.c,cluster8,18.c,0,0,10.160051
28.c,cluster6,16.c,0,0,10.200023
28.c,cluster2,11.c,0,0,10.167832
28.c,cluster11,21.c,0,0,10.183595
28.c,cluster5,15.c,0,0,10.196142
29.c,cluster14,24.c,0,0,10.212467
29.c,cluster1,1.c,0,0,10.171933
29.c,cluster9,20.c,0,0,10.188919
29.c,cluster7,17.c,0,0,10.201195
29.c,cluster17,27.c,0,0,10.191958999999999
29.c,cluster12,22.c,0,0,10.294503
29.c,cluster15,25.c,0,0,10.37374
29.c,cluster4,14.c,0,0,10.328135
29.c,cluster16,26.c,0,0,10.311838
29.c,cluster3,13.c,0,0,10.240093
29.c,cluster10,2.c,0,0,10.200196
29.c,cluster13,23.c,0,0,10.233038
29.c,cluster8,18.c,0,0,10.23263
29.c,cluster6,16.c,0,0,10.272054
29.c,cluster2,11.c,0,0,10.207997
29.c,cluster18,28.c,0,0,10.211851
29.c,cluster11,21.c,0,0,10.235824000000001
29.c,cluster5,15.c,0,0,10.208128
3.c,cluster14,24.c,0,0,10.174994
3.c,cluster1,12.c,0,0,10.203661
3.c,cluster9,20.c,0,0,10.242693
3.c,cluster7,17.c,0,0,10.238254
3.c,cluster17,27.c,0,0,10.180182
3.c,cluster12,22.c,0,0,10.178935
3.c,cluster15,25.c,0,0,10.292494
3.c,cluster4,14.c,0,0,10.185174
3.c,cluster16,26.c,0,0,10.239142999999999
3.c,cluster3,13.c,0,0,10.224018
3.c,cluster10,2.c,0,0,10.184643
3.c,cluster13,23.c,0,0,10.315217
3.c,cluster19,29.c,0,0,10.356999
3.c,cluster8,18.c,0,0,10.200206
3.c,cluster6,16.c,0,0,10.221434
3.c,cluster2,11.c,0,0,10.184023
3.c,cluster18,28.c,0,0,10.193331
3.c,cluster11,21.c,0,0,10.166008
3.c,cluster5,15.c,0,0,10.202223
30.c,cluster14,24.c,0,0,2.599707
30.c,cluster1,1.c,0,0,10.179644
30.c,cluster20,3.c,0,0,10.184019
30.c,cluster9,19.c,0,0,3.951393
30.c,cluster7,17.c,0,0,10.234643
30.c,cluster17,27.c,0,0,10.44893
30.c,cluster12,22.c,0,0,10.490879
30.c,cluster15,25.c,0,0,10.333647000000001
30.c,cluster4,14.c,0,0,10.204939
30.c,cluster16,26.c,0,0,10.282416
30.c,cluster3,13.c,0,0,10.196078
30.c,cluster10,2.c,0,0,10.220694
30.c,cluster13,23.c,0,0,10.215324
30.c,cluster19,29.c,0,0,10.41961
30.c,cluster8,18.c,0,0,10.471197
30.c,cluster6,16.c,0,0,17.066860000000002
30.c,cluster2,11.c,0,0,11.776275
30.c,cluster18,28.c,0,0,10.340891000000001
30.c,cluster11,21.c,0,0,10.281586
30.c,cluster5,15.c,0,0,10.356367
31.c,cluster14,24.c,0,0,10.260727
31.c,cluster1,10.c,0,0,10.171462
31.c,cluster20,3.c,0,0,10.239985
31.c,cluster9,20.c,0,0,10.212171000000001
31.c,cluster7,17.c,0,0,10.187248
31.c,cluster17,27.c,0,0,10.223554
31.c,cluster12,22.c,0,0,10.208955
31.c,cluster15,25.c,0,0,10.20953
31.c,cluster4,14.c,0,0,10.215009
31.c,cluster16,26.c,0,0,10.183995
31.c,cluster3,13.c,0,0,10.219823
31.c,cluster10,2.c,0,0,10.191423
31.c,cluster13,23.c,0,0,10.195938
31.c,cluster19,29.c,0,0,10.198659
31.c,cluster8,18.c,0,0,10.188052
31.c,cluster6,16.c,0,0,10.180007000000002
31.c,cluster2,11.c,0,0,10.228694
31.c,cluster18,28.c,0,0,10.203996
31.c,cluster11,21.c,0,0,10.220067
31.c,cluster21,30.c,0,0,10.203969
31.c,cluster5,15.c,0,0,10.194977
32.c,cluster14,24.c,0,0,10.203122
32.c,cluster22,31.c,0,0,10.164163
32.c,cluster1,12.c,0,0,10.199817
32.c,cluster20,3.c,0,0,10.229084
32.c,cluster9,19.c,0,0,10.250608999999999
32.c,cluster7,17.c,0,0,10.189254
32.c,cluster17,27.c,0,0,10.207755
32.c,cluster12,22.c,0,0,10.196112
32.c,cluster15,25.c,0,0,10.207189999999999
32.c,cluster4,14.c,0,0,10.172173
32.c,cluster16,26.c,0,0,10.179935
32.c,cluster3,13.c,0,0,10.207232
32.c,cluster10,2.c,0,0,10.183539999999999
32.c,cluster13,23.c,0,0,10.225248
32.c,cluster19,29.c,0,0,10.184128
32.c,cluster8,18.c,0,0,10.203572
32.c,cluster6,16.c,0,0,10.179521000000001
32.c,cluster2,11.c,0,0,10.18676
32.c,cluster18,28.c,0,0,10.232094
32.c,cluster11,21.c,0,0,10.199568
32.c,cluster21,30.c,0,0,10.187603999999999
32.c,cluster5,15.c,0,0,10.182013
33.c,cluster14,24.c,0,0,10.185389
33.c,cluster22,31.c,0,0,10.182605
33.c,cluster1,1.c,0,0,10.222222
33.c,cluster20,3.c,0,0,10.188696
33.c,cluster9,20.c,0,0,10.237807
33.c,cluster7,17.c,0,0,10.174502
33.c,cluster17,27.c,0,0,10.208059
33.c,cluster12,22.c,0,0,10.224058
33.c,cluster15,25.c,0,0,10.196467
33.c,cluster23,32.c,0,0,10.196146
33.c,cluster4,14.c,0,0,10.219311
33.c,cluster16,26.c,0,0,10.1996
33.c,cluster3,13.c,0,0,10.200111
33.c,cluster10,2.c,0,0,10.191984
33.c,cluster13,23.c,0,0,10.177688999999999
33.c,cluster19,29.c,0,0,10.216415
33.c,cluster8,18.c,0,0,10.22339
33.c,cluster6,16.c,0,0,10.208136
33.c,cluster2,11.c,0,0,10.191986
33.c,cluster18,28.c,0,0,10.223643
33.c,cluster11,21.c,0,0,10.175611
33.c,cluster21,30.c,0,0,10.208122
33.c,cluster5,15.c,0,0,10.204188
34.c,cluster24,33.c,0,0,10.210613
34.c,cluster14,24.c,0,0,10.16817
34.c,cluster22,31.c,0,0,10.192024
34.c,cluster1,10.c,0,0,10.161653
34.c,cluster20,3.c,0,0,10.200193
34.c,cluster9,19.c,0,0,10.156914
34.c,cluster7,17.c,0,0,10.180186
34.c,cluster17,27.c,0,0,10.191714
34.c,cluster12,22.c,0,0,10.168017
34.c,cluster15,25.c,0,0,10.192131
34.c,cluster23,32.c,0,0,10.174715
34.c,cluster4,14.c,0,0,10.180192
34.c,cluster16,26.c,0,0,10.199229
34.c,cluster3,13.c,0,0,10.192116
34.c,cluster10,2.c,0,0,10.21887
34.c,cluster13,23.c,0,0,10.219783
34.c,cluster19,29.c,0,0,10.211497
34.c,cluster8,18.c,0,0,10.192096000000001
34.c,cluster6,16.c,0,0,10.191763
34.c,cluster2,11.c,0,0,10.159554
34.c,cluster18,28.c,0,0,10.178326
34.c,cluster11,21.c,0,0,10.191988
34.c,cluster21,30.c,0,0,10.208127
34.c,cluster5,15.c,0,0,10.220001
35.c,cluster24,33.c,0,0,10.205422
35.c,cluster14,24.c,0,0,10.192017
35.c,cluster22,31.c,0,0,10.203974
35.c,cluster1,12.c,0,0,10.191533
35.c,cluster20,3.c,0,0,10.208047
35.c,cluster9,19.c,0,0,10.195943
35.c,cluster7,17.c,0,0,10.187572
35.c,cluster17,27.c,0,0,10.221642999999998
35.c,cluster12,22.c,0,0,10.191465
35.c,cluster15,25.c,0,0,10.167996
35.c,cluster23,32.c,0,0,10.196745
35.c,cluster4,14.c,0,0,10.233522
35.c,cluster25,34.c,0,0,10.190073
35.c,cluster16,26.c,0,0,10.205422
35.c,cluster3,13.c,0,0,10.195581
35.c,cluster10,2.c,0,0,10.219563
35.c,cluster13,23.c,0,0,10.212154
35.c,cluster19,29.c,0,0,10.238216
35.c,cluster8,18.c,0,0,10.213052
35.c,cluster6,16.c,0,0,10.199245
35.c,cluster2,11.c,0,0,10.210738
35.c,cluster18,28.c,0,0,10.192066
35.c,cluster11,21.c,0,0,10.195983
35.c,cluster21,30.c,0,0,10.176001
35.c,cluster5,15.c,0,0,10.186251
36.c,cluster24,33.c,0,0,10.239687
36.c,cluster14,24.c,0,0,10.180948
36.c,cluster22,31.c,0,0,10.197074
36.c,cluster1,1.c,0,0,10.192138
36.c,cluster20,3.c,0,0,10.243973
36.c,cluster9,20.c,0,0,10.211826
36.c,cluster7,17.c,0,0,10.216148
36.c,cluster17,27.c,0,0,10.231634
36.c,cluster12,22.c,0,0,10.263947
36.c,cluster15,25.c,0,0,10.22668
36.c,cluster23,32.c,0,0,10.2646
36.c,cluster4,14.c,0,0,10.285669
36.c,cluster25,34.c,0,0,10.207526
36.c,cluster26,35.c,0,0,10.260551
36.c,cluster16,26.c,0,0,10.228315
36.c,cluster3,13.c,0,0,10.244733
36.c,cluster10,2.c,0,0,10.243838
36.c,cluster13,23.c,0,0,10.242125
36.c,cluster19,29.c,0,0,10.198111
36.c,cluster8,18.c,0,0,10.275402
36.c,cluster6,16.c,0,0,10.191567
36.c,cluster2,11.c,0,0,10.215814
36.c,cluster18,28.c,0,0,10.734786
36.c,cluster11,21.c,0,0,10.199235
36.c,cluster21,30.c,0,0,10.195617
36.c,cluster5,15.c,0,0,10.222843
37.c,cluster24,33.c,0,0,10.220308000000001
37.c,cluster14,24.c,0,0,10.24048
37.c,cluster22,31.c,0,0,10.296561
37.c,cluster1,12.c,0,0,10.421644
37.c,cluster20,3.c,0,0,11.941577
37.c,cluster9,20.c,0,0,11.572767
37.c,cluster7,17.c,0,0,10.328859
37.c,cluster17,27.c,0,0,10.530641
37.c,cluster12,22.c,0,0,10.363779
37.c,cluster15,25.c,0,0,10.207875
37.c,cluster23,32.c,0,0,11.236213000000001
37.c,cluster4,14.c,0,0,11.164065
37.c,cluster25,34.c,0,0,13.898856
37.c,cluster26,35.c,0,0,10.367265
37.c,cluster16,26.c,0,0,18.610606
37.c,cluster3,13.c,0,0,10.810126
37.c,cluster10,2.c,0,0,11.567577
37.c,cluster27,36.c,0,0,10.570691
37.c,cluster13,23.c,0,0,10.222042
37.c,cluster19,29.c,0,0,10.231807
37.c,cluster8,18.c,0,0,10.285577
37.c,cluster6,16.c,0,0,10.22237
37.c,cluster2,11.c,0,0,10.256948
37.c,cluster18,28.c,0,0,10.248064
37.c,cluster11,21.c,0,0,10.207936
37.c,cluster21,30.c,0,0,10.297371
37.c,cluster5,15.c,0,0,10.245483
38.c,cluster24,33.c,0,0,12.68275
38.c,cluster14,24.c,0,0,10.250434
38.c,cluster22,31.c,0,0,11.018271
38.c,cluster1,12.c,0,0,10.201344
38.c,cluster20,3.c,0,0,10.424996
38.c,cluster9,20.c,0,0,10.897276
38.c,cluster7,17.c,0,0,13.946487
38.c,cluster17,27.c,0,0,36.864042
38.c,cluster12,22.c,0,0,10.513345
38.c,cluster15,25.c,0,0,10.768042999999999
38.c,cluster23,32.c,0,0,10.871903
38.c,cluster4,14.c,0,0,14.463811999999999
38.c,cluster25,34.c,0,0,10.985824
38.c,cluster26,35.c,0,0,10.285944
38.c,cluster16,26.c,0,0,10.314202
38.c,cluster3,13.c,0,0,10.392025
38.c,cluster10,2.c,0,0,10.396956
38.c,cluster27,36.c,0,0,10.270375999999999
38.c,cluster13,23.c,0,0,10.233751
38.c,cluster19,29.c,0,0,10.304824
38.c,cluster8,18.c,0,0,11.57995
38.c,cluster6,16.c,0,0,10.463399
38.c,cluster2,11.c,0,0,10.218984
38.c,cluster18,28.c,0,0,10.216064
38.c,cluster11,21.c,0,0,10.293095
38.c,cluster21,30.c,0,0,3.98575
38.c,cluster28,37.c,0,0,10.198798
38.c,cluster5,15.c,0,0,10.169974
39.c,cluster24,33.c,0,0,10.204012
39.c,cluster14,24.c,0,0,10.22418
39.c,cluster22,31.c,0,0,10.270935
39.c,cluster1,10.c,0,0,10.220005
39.c,cluster20,3.c,0,0,10.188043
39.c,cluster9,19.c,0,0,10.218395
39.c,cluster7,17.c,0,0,10.192095
39.c,cluster17,27.c,0,0,10.208355000000001
39.c,cluster12,22.c,0,0,10.179784
39.c,cluster15,25.c,0,0,10.197051
39.c,cluster23,32.c,0,0,10.210346
39.c,cluster4,14.c,0,0,10.220037
39.c,cluster29,38.c,0,0,10.176133
39.c,cluster25,34.c,0,0,10.202077000000001
39.c,cluster26,35.c,0,0,10.221864
39.c,cluster16,26.c,0,0,10.227549
39.c,cluster3,13.c,0,0,10.232774
39.c,cluster10,2.c,0,0,10.28009
39.c,cluster27,36.c,0,0,10.201428
39.c,cluster13,23.c,0,0,10.199189
39.c,cluster19,29.c,0,0,10.167816
39.c,cluster8,18.c,0,0,10.332216
39.c,cluster6,16.c,0,0,10.226308
39.c,cluster2,11.c,0,0,10.265403
39.c,cluster18,28.c,0,0,10.189572
39.c,cluster11,21.c,0,0,10.239166
39.c,cluster21,30.c,0,0,10.18337
39.c,cluster28,37.c,0,0,10.194576
39.c,cluster5,15.c,0,0,10.202262
4.c,cluster24,33.c,0,0,10.203713
4.c,cluster14,24.c,0,0,10.199985
4.c,cluster22,31.c,0,0,10.180474
4.c,cluster1,1.c,0,0,10.265575
4.c,cluster20,3.c,0,0,10.207604
4.c,cluster9,19.c,0,0,10.204936
4.c,cluster7,17.c,0,0,10.226213000000001
4.c,cluster17,27.c,0,0,10.196042
4.c,cluster12,22.c,0,0,10.226958999999999
4.c,cluster15,25.c,0,0,10.210074
4.c,cluster23,32.c,0,0,10.233887
4.c,cluster4,14.c,0,0,10.239685
4.c,cluster29,38.c,0,0,10.181797
4.c,cluster25,34.c,0,0,10.20003
4.c,cluster26,35.c,0,0,10.195992
4.c,cluster16,26.c,0,0,10.195258
4.c,cluster3,13.c,0,0,10.182374000000001
4.c,cluster10,2.c,0,0,10.200074
4.c,cluster27,36.c,0,0,10.236147
4.c,cluster13,23.c,0,0,10.208177
4.c,cluster19,29.c,0,0,10.188298
4.c,cluster8,18.c,0,0,10.167685
4.c,cluster6,16.c,0,0,10.343900999999999
4.c,cluster2,11.c,0,0,10.195865
4.c,cluster18,28.c,0,0,10.211615
4.c,cluster11,21.c,0,0,10.226533
4.c,cluster21,30.c,0,0,10.200330000000001
4.c,cluster28,37.c,0,0,10.194958
4.c,cluster5,15.c,0,0,10.198953
4.c,cluster30,39.c,0,0,10.230419
40.c,cluster24,33.c,0,0,10.219022
40.c,cluster14,24.c,0,0,10.21559
40.c,cluster22,31.c,0,0,10.211974
40.c,cluster1,12.c,0,0,10.211983
40.c,cluster20,3.c,0,0,10.220806
40.c,cluster9,19.c,0,0,10.215985
40.c,cluster7,17.c,0,0,10.244111
40.c,cluster17,27.c,0,0,10.19462
40.c,cluster12,22.c,0,0,10.203596000000001
40.c,cluster15,25.c,0,0,10.235829
40.c,cluster23,32.c,0,0,10.242560000000001
40.c,cluster4,14.c,0,0,10.208681
40.c,cluster29,38.c,0,0,10.176103999999999
40.c,cluster25,34.c,0,0,10.183619
40.c,cluster26,35.c,0,0,10.200209
40.c,cluster16,26.c,0,0,10.20816
40.c,cluster3,13.c,0,0,10.168156
40.c,cluster10,2.c,0,0,10.195596
40.c,cluster27,36.c,0,0,10.177809
40.c,cluster13,23.c,0,0,10.207771
40.c,cluster19,29.c,0,0,10.19997
40.c,cluster8,18.c,0,0,10.216201
40.c,cluster6,16.c,0,0,10.209911
40.c,cluster2,11.c,0,0,10.19552
40.c,cluster18,28.c,0,0,10.203994
40.c,cluster11,21.c,0,0,10.148203
40.c,cluster21,30.c,0,0,10.167503
40.c,cluster28,37.c,0,0,10.189994
40.c,cluster31,4.c,0,0,10.166383999999999
40.c,cluster5,15.c,0,0,10.162183
40.c,cluster30,39.c,0,0,10.171536
41.c,cluster24,33.c,0,0,10.195984
41.c,cluster14,24.c,0,0,10.214684
41.c,cluster22,31.c,0,0,10.191957
41.c,cluster1,10.c,0,0,10.197061999999999
41.c,cluster20,3.c,0,0,10.170854
41.c,cluster9,19.c,0,0,10.215651
41.c,cluster7,17.c,0,0,10.199973
41.c,cluster17,27.c,0,0,10.208248
41.c,cluster12,22.c,0,0,10.184143
41.c,cluster15,25.c,0,0,10.174363
41.c,cluster23,32.c,0,0,10.175784
41.c,cluster4,14.c,0,0,10.179076
41.c,cluster29,38.c,0,0,10.172517
41.c,cluster25,34.c,0,0,10.168128999999999
41.c,cluster26,35.c,0,0,10.159798
41.c,cluster16,26.c,0,0,10.168591000000001
41.c,cluster3,13.c,0,0,10.224019
41.c,cluster10,2.c,0,0,10.169753
41.c,cluster27,36.c,0,0,10.226273
41.c,cluster13,23.c,0,0,10.187524
41.c,cluster19,29.c,0,0,10.240691
41.c,cluster8,18.c,0,0,10.195958000000001
41.c,cluster6,16.c,0,0,10.195797
41.c,cluster2,11.c,0,0,10.185937
41.c,cluster18,28.c,0,0,10.211613
41.c,cluster11,21.c,0,0,10.164155000000001
41.c,cluster21,30.c,0,0,10.677303
41.c,cluster28,37.c,0,0,13.058283
41.c,cluster31,4.c,0,0,12.116673
41.c,cluster32,40.c,0,0,10.502407
41.c,cluster5,15.c,0,0,10.491446
41.c,cluster30,39.c,0,0,10.563597999999999
42.c,cluster24,33.c,0,0,10.349667
42.c,cluster14,24.c,0,0,10.845452
42.c,cluster22,31.c,0,0,15.656687
42.c,cluster1,1.c,0,0,19.124382999999998
42.c,cluster33,41.c,0,0,13.245807
42.c,cluster20,3.c,0,0,13.137367000000001
42.c,cluster9,19.c,0,0,12.404013
42.c,cluster7,17.c,0,0,10.857216000000001
42.c,cluster17,27.c,0,0,11.685114
42.c,cluster12,22.c,0,0,10.204564999999999
42.c,cluster15,25.c,0,0,10.781223
42.c,cluster23,32.c,0,0,10.344096
42.c,cluster4,14.c,0,0,10.290707
42.c,cluster29,38.c,0,0,3.312669
43.c,cluster24,33.c,0,0,10.223712
43.c,cluster14,24.c,0,0,4.099264
43.c,cluster22,31.c,0,0,10.203875
43.c,cluster1,10.c,0,0,10.240082000000001
43.c,cluster33,41.c,0,0,10.301581
43.c,cluster20,3.c,0,0,10.288022
43.c,cluster9,20.c,0,0,10.277373
43.c,cluster7,17.c,0,0,10.200077
43.c,cluster17,27.c,0,0,10.249181
43.c,cluster12,22.c,0,0,10.280889
43.c,cluster15,25.c,0,0,10.178422
43.c,cluster23,32.c,0,0,10.244028
43.c,cluster4,14.c,0,0,10.205563
43.c,cluster29,42.c,0,0,2.737077
44.c,cluster24,33.c,0,0,10.227661
44.c,cluster14,24.c,0,0,10.175395
44.c,cluster22,31.c,0,0,10.166843
44.c,cluster1,12.c,0,0,10.159949000000001
44.c,cluster33,41.c,0,0,10.173608
44.c,cluster20,3.c,0,0,10.211837
44.c,cluster9,19.c,0,0,10.159949
44.c,cluster7,17.c,0,0,10.191613
44.c,cluster17,27.c,0,0,10.171569
44.c,cluster12,22.c,0,0,10.151949
44.c,cluster15,25.c,0,0,10.163598
44.c,cluster23,32.c,0,0,10.155619999999999
44.c,cluster4,14.c,0,0,10.159547
44.c,cluster29,43.c,0,0,10.211223
44.c,cluster25,34.c,0,0,10.091986
44.c,cluster26,35.c,0,0,10.228019999999999
44.c,cluster16,26.c,0,0,10.164222
44.c,cluster3,13.c,0,0,10.184693
44.c,cluster10,2.c,0,0,10.222381
44.c,cluster27,36.c,0,0,10.176332
44.c,cluster13,23.c,0,0,10.180009
44.c,cluster19,29.c,0,0,10.178945
44.c,cluster8,18.c,0,0,10.207857
44.c,cluster6,16.c,0,0,10.184046
44.c,cluster2,11.c,0,0,10.190451
44.c,cluster18,28.c,0,0,10.172252
44.c,cluster11,21.c,0,0,10.163834
44.c,cluster21,30.c,0,0,10.194884
44.c,cluster28,37.c,0,0,10.300409
44.c,cluster31,4.c,0,0,10.23971
44.c,cluster32,40.c,0,0,10.227849
44.c,cluster5,15.c,0,0,10.220974
44.c,cluster30,39.c,0,0,10.188903
45.c,cluster24,33.c,0,0,10.229764
45.c,cluster14,24.c,0,0,10.183623
45.c,cluster22,31.c,0,0,10.172001
45.c,cluster1,10.c,0,0,10.240853
45.c,cluster33,41.c,0,0,10.201425
45.c,cluster20,3.c,0,0,10.184216
45.c,cluster9,20.c,0,0,10.191993
45.c,cluster7,17.c,0,0,10.175991
45.c,cluster17,27.c,0,0,10.207958999999999
45.c,cluster12,22.c,0,0,10.179957
45.c,cluster15,25.c,0,0,10.252116000000001
45.c,cluster23,32.c,0,0,10.196676
45.c,cluster4,14.c,0,0,10.184704
45.c,cluster29,38.c,0,0,10.223993
45.c,cluster25,34.c,0,0,10.266961
45.c,cluster34,44.c,0,0,10.211964
45.c,cluster26,35.c,0,0,10.228011
45.c,cluster16,26.c,0,0,10.211479
45.c,cluster3,13.c,0,0,10.255997
45.c,cluster10,2.c,0,0,10.235351
45.c,cluster27,36.c,0,0,10.224186999999999
45.c,cluster13,23.c,0,0,10.221966
45.c,cluster19,29.c,0,0,10.243456
45.c,cluster8,18.c,0,0,10.192069
45.c,cluster6,16.c,0,0,10.22379
45.c,cluster2,11.c,0,0,10.207917
45.c,cluster18,28.c,0,0,10.220382
45.c,cluster11,21.c,0,0,11.385534
45.c,cluster21,30.c,0,0,39.928627
45.c,cluster28,37.c,0,0,11.443367
45.c,cluster31,4.c,0,0,10.33973
